CURR_AGE,GENDER,ANN_INCOME,PURCHASE
62,0,493149.3333333333,1
55,0,187149.33333333334,1
49,1,197610.0,1
52,0,292589.3333333333,1
41,0,423469.3333333333,1
34,1,222326.0,1
64,1,415455.0,1
62,1,708848.0,1
28,1,105102.0,0
26,1,108929.0,0
39,1,331557.0,1
47,0,452765.3333333333,1
33,0,459330.6666666667,0
50,1,321521.0,1
40,1,780866.6666666666,1
44,1,422416.0,0
25,1,211326.0,0
59,0,213752.0,1
47,1,662544.0,1
57,0,167648.0,1
60,1,762628.0,0
54,0,392698.6666666667,0
26,0,426376.3333333334,1
48,1,324878.0,1
61,0,187114.66666666666,1
54,0,480952.0,1
57,0,216426.66666666666,0
59,0,177618.66666666666,1
43,1,386394.0,0
26,1,143183.0,0
30,0,368253.3333333333,1
35,1,153108.0,1
55,0,330762.6666666667,1
36,1,406444.0,1
32,0,214557.33333333334,0
30,0,258306.66666666666,0
48,1,185427.0,0
33,0,344929.0,1
44,1,235917.0,1
50,1,203749.0,0
58,1,538155.0,1
40,1,437619.0,1
36,1,520576.0,1
47,0,682890.6666666666,1
36,1,549808.0,1
55,0,329208.0,1
55,0,203776.0,0
27,1,134829.0,0
57,0,276072.0,0
64,1,548840.0,0
64,1,483559.0,1
52,1,132704.0,0
47,0,771717.3333333334,1
53,1,798844.0,1
27,1,264652.0,1
50,1,667221.3333333334,1
48,0,634786.6666666666,0
52,0,319269.3333333333,1
25,1,174444.0,1
36,1,665789.3333333334,1
35,1,244566.0,0
37,1,366798.0,0
43,0,785157.3333333334,1
25,1,139166.0,0
65,1,175614.0,0
37,1,389044.0,0
34,0,316808.0,1
26,0,260384.0,1
58,1,570833.0,0
43,0,732154.6666666666,1
34,0,232042.66666666666,0
54,0,210957.33333333334,0
60,0,468312.0,1
62,0,136354.66666666666,0
37,1,250115.0,1
27,1,259327.0,1
36,1,780365.3333333334,0
37,0,626282.6666666666,0
25,0,145586.66666666666,1
49,1,295069.0,1
34,1,159494.0,0
55,1,254337.0,0
44,1,301631.0,1
65,0,457253.3333333333,0
47,1,446597.0,0
27,1,224144.0,0
55,1,784432.0,1
26,0,465928.0,0
35,0,353011.0,0
48,0,407728.0,0
27,0,310973.3333333333,0
27,1,202174.0,1
42,0,532925.3333333334,1
50,1,633069.3333333334,1
55,1,422858.0,1
65,0,429688.0,1
53,1,184484.0,0
30,0,376951.0,0
46,1,248878.0,0
44,1,668141.3333333334,1
51,1,381384.0,0
43,1,445246.0,1
38,0,321482.6666666667,0
65,1,488394.0,1
36,1,264908.0,1
52,0,111512.0,1
62,1,202400.0,0
30,0,155818.66666666666,1
64,1,489525.0,1
55,1,177193.0,1
53,0,446400.0,1
58,0,418002.6666666667,1
54,0,227845.33333333334,1
48,0,671565.3333333334,1
50,1,379562.0,1
43,0,487706.6666666667,1
59,0,328469.3333333333,0
33,1,221472.0,1
49,1,596664.0,1
45,1,118041.0,0
64,1,614061.0,0
49,1,637696.0,1
53,1,295454.0,0
38,0,792250.6666666666,1
49,0,284698.6666666667,1
55,0,110530.66666666667,1
54,1,682432.0,0
63,0,336397.3333333333,0
45,0,622130.6666666666,1
58,1,608405.0,1
53,1,159378.0,0
65,1,799475.0,1
60,0,410960.0,1
44,0,768093.3333333334,0
63,0,302234.6666666667,1
44,1,420869.0,0
55,0,395426.6666666667,1
30,0,400759.3333333334,0
42,1,477763.0,1
57,1,744365.0,1
59,1,708502.0,0
60,0,286050.6666666667,1
59,1,702876.0,1
38,0,631293.3333333334,1
65,1,119590.0,0
62,0,406832.0,1
49,1,585536.0,1
39,1,450370.0,1
59,1,734470.0,1
52,0,214696.0,0
34,0,401885.3333333334,1
59,1,101627.0,1
61,1,665204.0,1
54,0,431456.0,0
46,1,458763.0,1
44,1,458757.0,1
49,0,489533.3333333333,1
50,1,474023.0,1
56,1,328962.0,0
65,0,468264.0,0
29,1,136914.0,1
27,1,112363.0,1
30,1,295306.0,1
54,0,184888.0,0
57,1,750383.0,1
52,1,434786.0,0
26,1,298904.0,0
47,0,365637.3333333333,1
25,1,189199.0,1
47,1,120865.0,1
59,1,311864.0,1
57,0,304466.6666666667,0
48,1,307018.0,1
55,0,215077.33333333334,0
34,1,201521.0,0
35,0,247562.66666666666,0
53,1,144042.0,0
41,1,223014.0,1
63,0,192290.66666666666,1
63,0,290762.6666666667,0
40,1,793106.6666666666,1
47,1,442267.0,1
33,1,251746.0,0
32,0,278477.3333333333,1
31,0,213882.66666666666,0
31,0,292173.3333333333,0
25,0,442112.0,1
38,1,221498.0,0
53,1,312609.0,1
58,1,416836.0,1
27,1,139841.0,0
55,0,230434.66666666666,1
51,1,144345.0,0
34,1,261477.0,0
52,0,201330.66666666666,0
45,0,722312.0,0
32,0,384810.6666666667,0
47,1,194801.0,0
37,0,476872.0,0
32,0,299336.0,1
54,0,248608.0,1
50,0,771546.6666666666,0
29,1,256622.0,0
46,1,793912.0,1
50,1,760061.3333333334,1
43,1,554314.6666666666,1
54,0,483066.6666666667,1
32,1,161114.0,0
38,1,401488.0,1
44,1,339537.0,0
53,0,367381.3333333333,1
30,0,329658.3333333334,1
48,0,797648.0,1
34,1,101682.0,0
62,1,791751.0,1
42,1,263762.0,1
63,1,249469.0,1
31,1,235806.0,1
40,0,405432.0,1
39,1,259039.0,1
32,1,202022.0,0
58,0,251834.66666666666,0
27,1,188928.0,1
55,0,457549.3333333333,1
25,1,167954.0,1
55,0,282346.6666666667,1
41,0,612280.0,1
41,1,293293.0,0
48,1,210531.0,1
34,0,339045.3333333333,0
53,1,666021.0,0
38,0,544672.0,1
58,1,368015.0,1
42,1,515672.0,1
29,0,412497.6666666666,0
58,1,473247.0,1
42,1,171219.0,0
52,1,360492.0,0
35,0,432870.6666666666,1
64,1,371932.0,1
56,1,109580.0,0
38,1,741904.0,1
57,1,432032.0,1
54,0,110658.66666666667,0
44,0,770696.0,0
25,1,207132.0,1
64,1,479046.0,0
55,1,555141.0,1
48,1,174288.0,1
42,0,397490.6666666667,0
25,0,299424.0,1
47,1,748570.6666666666,0
59,0,531421.3333333334,1
33,0,413357.3333333333,0
56,0,351965.3333333333,0
53,0,363085.3333333333,1
47,1,485208.0,1
53,1,657923.0,1
55,0,515208.0,1
30,0,444005.3333333333,1
60,1,745188.0,1
40,1,643808.0,0
49,0,266669.3333333333,1
39,1,430558.0,1
35,0,451701.3333333334,1
37,1,300552.0,0
64,1,735239.0,0
56,1,440155.0,1
58,1,388106.0,1
61,1,147898.0,1
36,0,534922.6666666666,1
41,0,319173.3333333333,1
50,1,528362.6666666666,1
50,1,527736.0,1
31,1,281683.0,0
56,1,140388.0,1
30,1,224736.0,1
33,1,242003.0,0
37,1,158302.0,0
25,1,234670.0,0
26,1,103346.0,0
35,1,268662.0,1
44,1,419575.0,1
38,1,272734.0,1
36,1,472921.0,0
46,1,117598.0,0
56,0,178234.66666666666,0
62,1,502574.0,1
59,0,182656.0,1
55,0,158133.33333333334,0
57,0,198706.66666666666,0
33,0,212330.66666666666,1
45,1,693448.0,1
26,1,207971.0,0
26,1,231432.0,0
36,1,566845.3333333334,1
60,0,126464.0,0
64,1,641695.0,0
31,1,115098.0,0
50,1,335945.0,0
34,0,177634.66666666666,1
42,0,435501.3333333333,0
49,1,424016.0,0
30,0,406882.6666666667,0
48,1,448111.0,1
63,1,508844.0,1
41,0,299368.0,0
33,1,159969.0,1
35,0,465634.6666666667,0
40,1,598858.6666666666,1
63,1,728108.0,1
57,0,225208.0,1
46,1,201929.0,1
53,1,95677.0,0
31,0,411643.6666666666,1
27,0,193197.33333333334,1
65,1,550300.0,0
52,1,451919.0,1
58,0,360717.3333333333,1
52,0,509970.6666666667,1
33,1,172656.0,1
48,1,165747.0,0
50,0,295184.0,1
42,1,389944.0,0
60,1,324306.0,1
43,0,677440.0,1
36,1,106461.0,1
43,1,184587.0,0
42,0,502066.6666666667,1
36,1,354050.0,0
63,1,409992.0,0
26,0,456619.0,1
54,1,668625.0,0
59,0,289802.6666666667,1
39,1,292310.0,0
35,0,425914.6666666667,1
39,1,566781.3333333334,1
43,1,739970.6666666666,1
52,1,471660.0,1
52,0,532354.6666666666,1
29,0,273064.0,0
58,1,751351.0,1
34,0,455877.3333333333,0
28,0,322146.6666666667,0
38,1,417339.0,0
40,1,658392.0,1
29,0,180469.33333333334,1
32,0,430874.6666666666,1
26,0,404781.3333333333,0
48,0,536224.0,1
42,0,643813.3333333334,1
54,1,761668.0,1
40,1,344499.0,1
54,0,81354.66666666667,0
49,1,740562.6666666666,0
62,0,473405.3333333333,1
53,0,119298.66666666667,0
38,1,232684.0,1
33,0,439954.6666666666,1
41,1,602413.3333333334,0
37,1,172039.0,0
62,1,161617.0,0
53,1,237366.0,0
60,0,269197.3333333333,0
42,1,477976.0,1
28,0,441869.3333333333,1
43,1,443394.0,0
46,1,534237.3333333334,1
43,1,276885.0,1
34,1,297638.0,0
64,0,147133.33333333334,0
43,1,293887.0,1
49,1,197085.0,1
40,1,260130.0,1
53,0,158893.33333333334,1
45,1,162771.0,1
45,0,378738.6666666667,1
47,1,244022.0,1
33,0,265986.6666666667,1
63,1,600982.0,1
55,1,750781.0,1
59,0,89986.66666666667,0
32,0,480752.0,1
55,0,417229.3333333333,0
26,1,237429.0,0
63,1,232586.0,1
39,1,491964.0,0
59,1,468356.0,1
43,1,381649.0,0
33,1,168024.0,0
62,0,434322.6666666667,1
28,1,111544.0,0
65,1,247623.0,1
42,1,753178.6666666666,0
25,1,225182.0,1
60,0,118176.0,1
51,1,544738.0,1
38,1,233160.0,0
48,1,375728.0,1
51,0,106402.66666666667,1
40,1,145257.0,0
53,0,328605.3333333333,0
49,1,300376.0,0
34,1,147722.0,0
53,0,518706.6666666667,0
53,0,470261.3333333333,1
51,1,281261.0,0
42,0,774725.3333333334,1
40,1,311889.0,1
62,0,127413.33333333333,0
63,1,365383.0,1
25,0,427142.0,0
31,0,344402.6666666667,1
46,1,555474.6666666666,1
57,1,428737.0,0
57,0,139336.0,1
48,1,201242.0,1
28,0,336840.0,1
43,0,691488.0,1
50,1,233728.0,1
52,0,408205.3333333333,0
49,1,621997.3333333334,1
32,0,410695.3333333334,1
65,1,689211.0,1
65,0,147898.66666666666,0
59,0,329072.0,0
61,0,516376.0,1
31,1,270317.0,1
56,0,413960.0,0
37,0,393824.0,1
26,1,133863.0,1
43,0,408608.0,1
36,0,342136.0,0
61,0,424800.0,1
41,1,102192.0,0
37,1,610568.0,1
51,1,608328.0,1
32,1,265391.0,1
44,0,365141.3333333333,1
41,1,692744.0,0
54,1,659224.0,1
31,1,138503.0,1
43,1,690840.0,0
40,0,276136.0,0
48,0,280698.6666666667,1
42,1,119727.0,0
45,1,473960.0,1
25,1,128165.0,0
48,1,325549.0,0
42,1,298516.0,0
27,0,427464.0,0
58,0,487653.3333333333,1
35,1,241937.0,1
47,1,316411.0,1
61,1,269538.0,1
51,0,225656.0,1
32,0,384403.6666666666,1
62,0,343170.6666666667,1
31,1,276062.0,0
60,1,731365.0,0
29,0,296433.0,1
49,0,728888.0,1
37,1,423567.0,1
30,0,492368.0,1
43,1,351119.0,1
49,1,461968.0,1
55,1,256994.0,0
60,1,278224.0,0
57,1,490824.0,0
59,0,411410.6666666667,0
39,0,753373.3333333334,0
48,0,741397.3333333334,1
38,0,363541.3333333333,0
50,0,360170.6666666667,1
50,0,412218.6666666667,0
47,1,387205.0,1
41,1,238192.0,1
28,0,383810.6666666667,1
50,1,453326.0,0
27,1,295787.0,1
40,1,383084.0,1
46,1,133509.0,0
58,1,330840.0,1
33,1,139532.0,0
60,1,720435.0,1
45,1,460755.0,1
31,1,109474.0,1
61,0,203186.66666666666,0
49,0,793648.0,0
27,1,156619.0,1
53,1,120743.0,0
53,1,649984.0,0
46,0,318453.3333333333,1
45,1,282761.0,1
63,1,724179.0,1
34,1,104893.0,0
25,1,180748.0,1
48,1,301029.0,1
34,0,242488.0,1
43,1,173223.0,0
40,0,328048.0,1
49,1,424181.0,1
31,1,291258.0,1
48,0,349936.0,1
62,0,94738.66666666667,0
43,1,736981.3333333334,0
53,1,600296.0,1
36,0,272370.6666666667,1
31,1,233816.0,1
28,0,286458.6666666667,0
65,1,536795.0,1
26,0,154832.0,0
59,1,317809.0,1
49,1,501442.6666666667,1
33,1,102248.0,0
41,1,605568.0,0
31,0,432553.3333333334,1
45,1,551818.6666666666,1
58,0,130440.0,0
37,0,609808.0,1
27,1,109166.0,0
49,0,363658.6666666667,1
51,1,310948.0,0
35,0,281269.3333333333,0
32,0,331212.3333333334,1
26,1,284974.0,1
57,1,74267.0,0
54,0,294776.0,0
47,1,607261.3333333334,0
32,0,323485.3333333333,1
49,1,586208.0,1
49,0,793677.3333333334,0
35,1,125649.0,0
53,1,109758.0,1
42,1,387787.0,0
48,0,517466.6666666667,1
40,1,480910.0,1
43,1,483333.0,1
62,1,352502.0,0
36,1,350776.0,1
42,1,367713.0,1
27,1,256397.0,1
54,0,444941.3333333333,1
59,0,284992.0,0
63,0,172408.0,1
25,1,131632.0,1
52,1,799449.0,0
43,1,519506.6666666667,0
36,1,582656.0,1
57,1,368949.0,0
31,1,268920.0,0
56,0,441333.3333333333,1
30,1,256735.0,1
38,1,202184.0,1
29,0,149960.0,1
32,0,160402.66666666666,0
54,0,420216.0,1
38,1,342546.0,0
27,1,179431.0,1
56,0,249354.66666666666,0
54,0,205802.66666666666,1
35,1,248661.0,1
26,1,245259.0,1
29,1,292516.0,0
36,0,313858.6666666667,0
64,1,220857.0,0
41,0,432826.6666666667,0
34,1,175416.0,1
27,0,155861.33333333334,0
62,0,423840.0,0
59,1,636861.0,1
51,0,127093.33333333333,0
36,0,273930.6666666667,0
43,1,399292.0,1
56,1,730459.0,0
52,0,327144.0,0
32,0,358333.3333333333,1
42,1,741533.3333333334,1
34,1,105659.0,0
49,1,140177.0,0
49,1,153526.0,0
50,1,441381.0,0
51,0,317309.3333333333,1
42,1,301290.0,1
54,1,734863.0,0
36,0,331752.0,0
30,0,294850.6666666667,1
38,1,144616.0,0
29,0,392194.6666666667,0
27,0,417687.6666666666,0
59,0,200346.66666666666,0
31,0,269813.3333333333,1
46,0,279570.6666666667,0
40,0,313461.3333333333,1
31,1,172306.0,1
37,1,250607.0,1
37,0,736856.0,0
36,1,129391.0,1
41,1,577690.6666666666,0
32,0,220522.66666666666,1
35,1,194355.0,1
32,1,149483.0,0
65,0,199970.66666666666,0
51,0,312237.3333333333,0
54,0,467613.3333333333,0
64,0,186834.66666666666,1
39,1,615989.3333333334,1
36,0,415946.6666666667,0
26,1,151544.0,1
37,1,460446.0,1
59,1,314483.0,1
31,0,284504.0,0
63,1,496823.0,1
57,0,136880.0,0
38,1,574749.3333333334,1
54,1,415095.0,1
36,1,230425.0,1
35,1,253621.0,1
54,0,202714.66666666666,1
46,1,267997.0,1
37,0,684754.6666666666,0
